input                                                                                                                 ,output
យើងទៅមុខ ១០.៤៥ ម៉ែត្រ                                                                                                    ,"{'action': 'move', 'params': {'distance': 10.45, 'is_forward': true, 'unit': 'meter'}}"
ត្រឡប់ក្រោយ ៥.៩៩ ម៉ែត                                                                                                     ,"{'action': 'move', 'params': {'distance': 5.99, 'is_forward': false, 'unit': 'meter'}}"
បកក្រោយ ១២.៤៤ ម៉ែត្រ                                                                                                     ,"{'action': 'move', 'params': {'distance': 12.44, 'is_forward': false, 'unit': 'meter'}}"
បន្តទៅមុខ ១.០៣ ម៉ែត្រ                                                                                                     ,"{'action': 'move', 'params': {'distance': 1.03, 'is_forward': true, 'unit': 'meter'}}"
ទៅក្រោយ ១៥.៥២ ម                                                                                                        ,"{'action': 'move', 'params': {'distance': 15.52, 'is_forward': false, 'unit': 'meter'}}"
ទៅក្រោយ ៧.៨៣ ម                                                                                                         ,"{'action': 'move', 'params': {'distance': 7.83, 'is_forward': false, 'unit': 'meter'}}"
ទៅក្រោយ ១៨.៩២ ម៉ែត្រ                                                                                                     ,"{'action': 'move', 'params': {'distance': 18.92, 'is_forward': false, 'unit': 'meter'}}"
រ៉ូបូតទៅមុខ ៥.៩៣ ម៉ែត្រ                                                                                                     ,"{'action': 'move', 'params': {'distance': 5.93, 'is_forward': true, 'unit': 'meter'}}"
ត្រឡប់ក្រោយ ១៥.២៥ ម៉ែត្រ                                                                                                   ,"{'action': 'move', 'params': {'distance': 15.25, 'is_forward': false, 'unit': 'meter'}}"
បកក្រោយ ៥.៨២ ម៉ែត                                                                                                       ,"{'action': 'move', 'params': {'distance': 5.82, 'is_forward': false, 'unit': 'meter'}}"
បកក្រោយ ៦.៩៨ ម៉ែត                                                                                                       ,"{'action': 'move', 'params': {'distance': 6.98, 'is_forward': false, 'unit': 'meter'}}"
ទៅក្រោយ ១០.៥ ម                                                                                                         ,"{'action': 'move', 'params': {'distance': 10.5, 'is_forward': false, 'unit': 'meter'}}"
យើងទៅមុខ ៩.៩២ ម៉ែត                                                                                                      ,"{'action': 'move', 'params': {'distance': 9.92, 'is_forward': true, 'unit': 'meter'}}"
រ៉ូបូតទៅមុខ ១០.១៩ ម៉ែត                                                                                                     ,"{'action': 'move', 'params': {'distance': 10.19, 'is_forward': true, 'unit': 'meter'}}"
រ៉ូបូតទៅមុខ ១២.០៨ ម៉ែត្រ                                                                                                    ,"{'action': 'move', 'params': {'distance': 12.08, 'is_forward': true, 'unit': 'meter'}}"
ទៅមុខ ៦.២២ ម៉ែត                                                                                                         ,"{'action': 'move', 'params': {'distance': 6.22, 'is_forward': true, 'unit': 'meter'}}"
ទៅក្រោយ ១៦.៦៥ ម៉ែត្រ                                                                                                     ,"{'action': 'move', 'params': {'distance': 16.65, 'is_forward': false, 'unit': 'meter'}}"
ត្រឡប់ក្រោយ ២.៥៦ ម៉ែត្រ                                                                                                    ,"{'action': 'move', 'params': {'distance': 2.56, 'is_forward': false, 'unit': 'meter'}}"
រ៉ូបូតទៅមុខ ១៩.១៩ ម៉ែត្រ                                                                                                    ,"{'action': 'move', 'params': {'distance': 19.19, 'is_forward': true, 'unit': 'meter'}}"
បន្តទៅមុខ ១៨.០ ម៉ែត្រ                                                                                                     ,"{'action': 'move', 'params': {'distance': 18.0, 'is_forward': true, 'unit': 'meter'}}"
ទៅក្រោយ ១៦.០ ម៉ែត្រ                                                                                                      ,"{'action': 'move', 'params': {'distance': 16.0, 'is_forward': false, 'unit': 'meter'}}"
បកក្រោយ ១៥.៣៨ ម៉ែត្រ                                                                                                     ,"{'action': 'move', 'params': {'distance': 15.38, 'is_forward': false, 'unit': 'meter'}}"
